Timestamp,X,Y,Z,Objtemp,AmbientTemp
2015:12:01:19:44:07,-0.1,0.1,1,23.4,23.1
2015:12:01:19:44:07,-0.1,0.1,1,23.4,23.1
2015:12:01:19:44:07,-0.1,0.1,1,23.4,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:09,-0.1,0.1,1,25.1,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.2,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:10,-0.1,0.1,1,25.6,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:11,-0.1,0.1,0.9,26.8,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:13,-0.1,-0.3,0.2,24.9,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,0.1,-0.9,0.1,23.1,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:14,-0.1,-1,0.1,20.2,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:15,-0.1,-1,0.1,19.7,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:16,-0.1,-1,0.1,20.1,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,-0.1,-1,-0.1,21.4,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:18,0,-0.6,0.1,24.7,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:19,-0.1,-1.6,-0.1,22.5,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:20,0,-0.9,0.1,21.4,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:22,0,-0.9,-0.1,21.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0,-0.9,-0.1,20.3,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:23,0.1,-0.7,0.1,22.8,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:24,-0.1,-1.1,-0.3,20.1,23.1
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:26,0.2,-0.7,0.1,21.8,23.2
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0,-1.1,0,22.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:27,0.1,-1.2,-0.3,20.2,23.1
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:28,0.1,-0.4,0.3,24.2,23.2
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
2015:12:01:19:44:29,-0.1,-1.3,0.1,20.5,23.1
left: true,,,,,
right: true,,,,,
left: true,,,,,
right: true,,,,,
left: true,,,,,
right: true,,,,,
left: true,,,,,
right: true,,,,,
Device Disconnected!,,,,,
